"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"4","2","GO Biological Process","","Carbon catabolite activation of transcription from RNA polymerase II promoter","0.0135","USF2|NCOA1","2013","2495|2168","6.9E-4","","GO:0000436","0.1869666231504994","0"
"271","8","GO Biological Process","","Learning or memory","0.0135","MAPK1|SRF|CEBPB|MEF2C|EHMT2|NFATC4|MECP2|HIF1A","2013","2381|2492|2159|2330|2150|2213|2171|2180","6.9E-4","","GO:0007611","0.1869666231504994","0"
"4","2","GO Biological Process","","Positive regulation of transcription by glucose","0.0135","USF2|SRF","2013","2495|2492","6.9E-4","","GO:0046016","0.1869666231504994","0"
"4","2","GO Biological Process","","Pancreas morphogenesis","0.0135","PROX1|NR5A2","2013","2129|2141","6.9E-4","","GO:0061113","0.1869666231504994","0"
"149","6","GO Biological Process","","Morphogenesis of embryonic epithelium","0.0137","RARA|GATA3|RARG|HIF1A|CTNNB1|TFAP2A","2013","2447|2222|2210|2180|2351|2162","7.0E-4","","GO:0016331","0.18632794328435934","0"
"149","6","GO Biological Process","","Regulation of epithelial cell differentiation","0.0137","CYP27B1|CEBPB|ZEB1|NCOA3|GATA3|CTNNB1","2013","2204|2159|2309|2375|2222|2351","7.0E-4","","GO:0030856","0.18632794328435934","0"
"341","9","GO Biological Process","","Regulation of intracellular transport","0.0137","MAPK1|MAPK14|CSNK2A2|GSK3B|SMAD3|HUWE1|CDK1|MAPK8|GLI3","2013","2381|2396|2186|2459|2318|2261|2402|2408|2258","7.0E-4","","GO:0032386","0.18632794328435934","0"
"25","3","Reactome Pathways","","NOTCH3 Intracellular Domain Regulates Transcription","0.0137","CREBBP|RBPJ|PBX1","2013","2483|2120|2300","9.1E-4","","HSA-9013508","0.18632794328435934","0"
"55","4","GO Biological Process","","Response to ischemia","0.0139","TP53|REST|CASP9|MEF2C","2013","2456|2216|2192|2330","7.2E-4","","GO:0002931","0.1856985199745905","0"
"55","4","GO Biological Process","","Heart valve morphogenesis","0.0139","SNAI2|MEF2C|GATA3|NFATC1","2013","2234|2330|2222|2435","7.2E-4","","GO:0003179","0.1856985199745905","0"
"55","4","GO Biological Process","","Response to gamma radiation","0.0139","TP53|ELK1|GATA3|MYC","2013","2456|2303|2222|2294","7.2E-4","","GO:0010332","0.1856985199745905","0"
"55","4","GO Biological Process","","Cellular response to glucose starvation","0.0139","SIRT1|TP53|ATF4|FOXO3","2013","2219|2456|2297|2327","7.2E-4","","GO:0042149","0.1856985199745905","0"
"55","4","GO Biological Process","","ERK1 and ERK2 cascade","0.0139","MAPK1|CDK1|DUSP7|MYC","2013","2381|2402|2336|2294","7.2E-4","","GO:0070371","0.1856985199745905","0"
"23","3","GO Biological Process","","Melanocyte differentiation","0.014","MEF2C|GLI3|MITF","2013","2330|2258|2243","7.3E-4","","GO:0030318","0.18538719643217622","0"
"23","3","GO Biological Process","","Regulation of brown fat cell differentiation","0.014","SIRT1|MAPK14|TFE3","2013","2219|2396|2207","7.3E-4","","GO:0090335","0.18538719643217622","0"
"23","3","GO Biological Process","","Neuronal stem cell population maintenance","0.014","REST|FOXO3|PROX1","2013","2216|2327|2129","7.3E-4","","GO:0097150","0.18538719643217622","0"
"66","5","DISEASES","","Adenoma","0.0143","TP53|TFE3|NR3C2|HNF1A|CTNNB1","2013","2456|2207|2432|2189|2351","1.3E-4","","DOID:657","0.18446639625349381","0"
"5","2","Reactome Pathways","","Activation of NOXA and translocation to mitochondria","0.0143","TP53|E2F1","2013","2456|2114","9.6E-4","","HSA-111448","0.18446639625349381","0"
"5","2","Reactome Pathways","","LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production","0.0143","CREBBP|CTNNB1","2013","2483|2351","9.6E-4","","HSA-3134973","0.18446639625349381","0"
"5","2","Reactome Pathways","","G2 Phase","0.0143","E2F3|E2F1","2013","2183|2114","9.6E-4","","HSA-68911","0.18446639625349381","0"
"5","2","Reactome Pathways","","PTK6 Expression","0.0143","EPAS1|HIF1A","2013","2504|2180","9.6E-4","","HSA-8849473","0.18446639625349381","0"
"5","2","Reactome Pathways","","TFAP2 (AP-2) family regulates transcription of cell cycle factors","0.0143","MYC|TFAP2A","2013","2294|2162","9.6E-4","","HSA-8866911","0.18446639625349381","0"
"5","2","Reactome Pathways","","RUNX3 regulates BCL2L11 (BIM) transcription","0.0143","SMAD3|FOXO3","2013","2318|2327","9.6E-4","","HSA-8952158","0.18446639625349381","0"
"5","2","Reactome Pathways","","MECP2 regulates transcription factors","0.0143","MEF2C|MECP2","2013","2330|2171","9.6E-4","","HSA-9022707","0.18446639625349381","0"
"5","2","Reactome Pathways","","NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake","0.0143","NR1H3|NR1H2","2013","2237|2132","9.6E-4","","HSA-9031525","0.18446639625349381","0"
"5","2","Reactome Pathways","","NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose","0.0143","NR1H3|NR1H2","2013","2237|2132","9.6E-4","","HSA-9031528","0.18446639625349381","0"
"56","4","GO Biological Process","","Aorta development","0.0146","SRF|RBPJ|PROX1|PRDM1","2013","2492|2120|2129|2474","7.7E-4","","GO:0035904","0.18356471442155628","0"
"56","4","GO Biological Process","","Intrinsic apoptotic signaling pathway by p53 class mediator","0.0146","SIRT1|CASP6|TP53|E2F1","2013","2219|2273|2456|2114","7.7E-4","","GO:0072332","0.18356471442155628","0"
"663","13","GO Biological Process","","Response to bacterium","0.0147","CEBPE|MAPK1|SPI1|CYP27B1|MAPK14|RARA|CDK4|CEBPB|CASP9|MEF2C|RBPJ|MAPK8|NR1H3","2013","2501|2381|2438|2204|2396|2447|2321|2159|2192|2330|2120|2408|2237","7.7E-4","","GO:0009617","0.1832682665251824","0"
"346","9","GO Biological Process","","Regulation of autophagy","0.0148","SIRT1|CSNK2A2|TP53|GSK3B|FOXO3|PIM2|MAPK8|EHMT2|HIF1A","2013","2219|2186|2456|2459|2327|2480|2408|2150|2180","7.8E-4","","GO:0010506","0.18297382846050425","0"
"100","5","GO Biological Process","","Canonical Wnt signaling pathway","0.0149","GSK3B|FOXO3|GATA3|RARG|CTNNB1","2013","2459|2327|2222|2210|2351","7.9E-4","","GO:0060070","0.1826813731587726","0"
"420","11","GO Cellular Component","","Nuclear speck","0.0151","MAPK14|EPAS1|ATF4|PRPF4B|MEF2C|WT1|SRY|EHMT2|GLI3|NFATC4|HIF1A","2013","2396|2504|2297|2348|2330|2354|2117|2150|2258|2213|2180","1.9E-4","","GO:0016607","0.18210230527068305","0"
"15","3","GO Molecular Function","","MAP kinase activity","0.0151","MAPK1|MAPK14|MAPK8","2013","2381|2396|2408","2.4E-4","","GO:0004707","0.18210230527068305","0"
"15","3","GO Molecular Function","","C2H2 zinc finger domain binding","0.0151","WT1|EHMT2|HMGA2","2013","2354|2150|2276","2.4E-4","","GO:0070742","0.18210230527068305","0"
"68","5","DISEASES","","Hepatobiliary system cancer","0.0152","TP53|CDX2|BRCA1|MYC|CTNNB1","2013","2456|2135|2279|2294|2351","1.5E-4","","DOID:0080355","0.18181564120552274","0"
"109","6","DISEASES","","Ovarian disease","0.0152","TP53|NR5A1|BRCA1|HMGA2|MYC|CTNNB1","2013","2456|2444|2279|2276|2294|2351","1.4E-4","","DOID:1100","0.18181564120552274","0"
"278","8","GO Biological Process","","Macromolecule methylation","0.0154","NFYB|CREBBP|DNMT3B|NFYA|DNMT1|PRDM1|EHMT2|MECP2","2013","2399|2483|2282|2225|2228|2474|2150|2171","8.1E-4","","GO:0043414","0.1812479279163537","0"
"24","3","GO Biological Process","","Positive regulation of histone deacetylation","0.0155","SIRT1|JDP2|TP53","2013","2219|2252|2456","8.2E-4","","GO:0031065","0.18096683018297086","0"
"24","3","GO Biological Process","","Cell surface receptor signaling pathway involved in heart development","0.0155","SNAI2|RBPJ|CTNNB1","2013","2234|2120|2351","8.2E-4","","GO:0061311","0.18096683018297086","0"
"24","3","GO Biological Process","","Negative regulation of cellular senescence","0.0155","SIRT1|YBX1|HMGA2","2013","2219|2363|2276","8.2E-4","","GO:2000773","0.18096683018297086","0"
"349","9","GO Biological Process","","Positive regulation of cell cycle","0.0156","RARA|CDK4|TCF3|PHIP|CDK10|PROX1|CDK1|MECP2|PBX1","2013","2447|2321|2315|2420|2405|2129|2402|2171|2300","8.2E-4","","GO:0045787","0.18068754016455385","0"
"154","6","GO Biological Process","","Female gamete generation","0.0157","SIRT1|PLK1|FOXO3|EHMT2|WEE2|CTNNB1","2013","2219|2144|2327|2150|2429|2351","8.3E-4","","GO:0007292","0.18041003475907663","0"
"154","6","GO Biological Process","","Hindbrain development","0.0157","ATF2|TP53|SMAD1|PROX1|MECP2|CTNNB1","2013","2264|2456|2441|2129|2171|2351","8.3E-4","","GO:0030902","0.18041003475907663","0"
"424","10","GO Biological Process","","Negative regulation of phosphate metabolic process","0.0157","SIRT1|TP53|PLK1|GSK3B|DUSP19|JUN|URI1|WEE2|DUSP7|HNF1A","2013","2219|2456|2144|2459|2423|2426|2195|2429|2336|2189","8.3E-4","","GO:0045936","0.18041003475907663","0"
"214","7","GO Biological Process","","Response to mechanical stimulus","0.0158","MAPK14|IRF1|REST|JUN|MAPK8|MAP3K2|CTNNB1","2013","2396|2453|2216|2426|2408|2108|2351","8.4E-4","","GO:0009612","0.18013429130455774","0"
"214","7","GO Biological Process","","Anatomical structure maturation","0.0158","EPAS1|FOXO3|RBPJ|GATA3|MECP2|HIF1A|CTNNB1","2013","2504|2327|2120|2222|2171|2180|2351","8.4E-4","","GO:0071695","0.18013429130455774","0"
"27","3","Reactome Pathways","","G0 and Early G1","0.0158","E2F1|CDK1|MYC","2013","2114|2402|2294","0.0011","","HSA-1538133","0.18013429130455774","0"
"5436","55","GO Biological Process","","Cellular component organization","0.016","SNAI2|SIRT1|SPI1|TBP|DPF2|TRIP4|ATF1|CREBBP|EPAS1|ATF2|PPARGC1A|CASP6|SRF|TP53|PHIP|ZNF462|SSRP1|PLK1|SMAD1|FBXO45|REST|MED14|GSK3B|SMAD3|CDK10|HUWE1|JARID2|DNMT1|PROX1|NFKB2|SMARCA1|JUN|KLF5|WT1|GATA3|ETS1|CDK1|MAPK8|EHMT2|GLI3|WEE2|RARG|NFATC4|MITF|MECP2|SATB1|HMGA1|ULK3|BRCA1|HMGA2|HNF1A|RIOX1|MYC|CTNNB1|DLX5","2013","2234|2219|2438|2267|2156|2123|2270|2483|2504|2264|2312|2273|2492|2456|2420|2366|2468|2144|2441|2246|2216|2486|2459|2318|2405|2261|2390|2228|2129|2201|2489|2426|2369|2354|2222|2414|2402|2408|2150|2258|2429|2210|2213|2243|2171|2291|2249|2126|2279|2276|2189|2450|2294|2351|2285","8.6E-4","","GO:0016043","0.17958800173440753","0"
"63","4","Reactome Pathways","","Cytosolic sensors of pathogen-associated DNA","0.0162","CREBBP|NFKB2|CHUK|CTNNB1","2013","2483|2201|2357|2351","0.0012","","HSA-1834949","0.1790484985457369","0"
"78","5","GO Molecular Function","","SMAD binding","0.0164","SMAD1|SMAD3|JUN|HMGA2|CTNNB1","2013","2441|2318|2426|2276|2351","2.7E-4","","GO:0046332","0.1785156151952302","0"
"103","5","GO Biological Process","","Cellular response to ketone","0.0166","CDK4|CASP9|FOXO3|ELK1|HNF1A","2013","2321|2192|2327|2303|2189","8.9E-4","","GO:1901655","0.1779891911959945","0"
"526","11","Reactome Pathways","","Cell Cycle, Mitotic","0.0167","MAPK1|CSNK2A1|CDK4|CSNK2A2|E2F3|TP53|PLK1|GSK3B|E2F1|CDK1|MYC","2013","2381|2471|2321|2186|2183|2456|2144|2459|2114|2402|2294","0.0012","","HSA-69278","0.17772835288524166","0"
"25","3","GO Biological Process","","Positive regulation of muscle cell apoptotic process","0.017","E2F3|TP53|ATF4","2013","2183|2456|2297","9.1E-4","","GO:0010661","0.1769551078621726","0"
"25","3","GO Biological Process","","Regulation of hormone biosynthetic process","0.017","CYP27B1|REST|HIF1A","2013","2204|2216|2180","9.1E-4","","GO:0046885","0.1769551078621726","0"
"25","3","GO Biological Process","","Positive regulation of muscle tissue development","0.017","PPARGC1A|MEF2C|CTNNB1","2013","2312|2330|2351","9.1E-4","","GO:1901863","0.1769551078621726","0"
"355","9","GO Biological Process","","Response to peptide hormone","0.0172","SIRT1|MAPK14|CDK4|PHIP|STAT2|GSK3B|SP1|NR5A1|NR4A3","2013","2219|2396|2321|2420|2147|2459|2288|2444|2498","9.3E-4","","GO:0043434","0.1764471553092451","0"
"6","2","Reactome Pathways","","Phosphorylation of Emi1","0.0176","PLK1|CDK1","2013","2144|2402","0.0013","","HSA-176417","0.175448733218585","0"
"5","2","GO Biological Process","","Negative regulation of vitamin D biosynthetic process","0.0178","SNAI2|CYP27B1","2013","2234|2204","9.6E-4","","GO:0010957","0.17495799976911058","0"
"5","2","GO Biological Process","","Glial cell apoptotic process","0.0178","TP53|CASP9","2013","2456|2192","9.6E-4","","GO:0034349","0.17495799976911058","0"
"5","2","GO Biological Process","","Negative regulation of pinocytosis","0.0178","NR1H3|NR1H2","2013","2237|2132","9.6E-4","","GO:0048550","0.17495799976911058","0"
"5","2","GO Biological Process","","Negative regulation of helicase activity","0.0178","SIRT1|TP53","2013","2219|2456","9.6E-4","","GO:0051097","0.17495799976911058","0"
"5","2","GO Biological Process","","Positive regulation of programmed necrotic cell death","0.0178","CASP6|TP53","2013","2273|2456","9.6E-4","","GO:0062100","0.17495799976911058","0"
"5","2","GO Biological Process","","Cellular response to indole-3-methanol","0.0178","BRCA1|CTNNB1","2013","2279|2351","9.6E-4","","GO:0071681","0.17495799976911058","0"
"5","2","GO Biological Process","","Negative regulation of cell proliferation involved in kidney development","0.0178","WT1|GATA3","2013","2354|2222","9.6E-4","","GO:1901723","0.17495799976911058","0"
"15","3","GO Cellular Component","","RNA polymerase II transcription repressor complex","0.0181","FOXO3|MYC|CTNNB1","2013","2327|2294|2351","2.4E-4","","GO:0090571","0.17423214251308156","0"
"77","5","GO Cellular Component","","Heterochromatin","0.0184","SIRT1|DNMT1|MECP2|HMGA1|HMGA2","2013","2219|2228|2171|2249|2276","2.5E-4","","GO:0000792","0.17351821769904635","0"
"26","3","GO Biological Process","","Positive regulation of cholesterol efflux","0.0185","SIRT1|NR1H3|NR1H2","2013","2219|2237|2132","0.001","","GO:0010875","0.17328282715969862","0"
"26","3","GO Biological Process","","Response to muscle stretch","0.0185","MAPK14|JUN|CTNNB1","2013","2396|2426|2351","0.001","","GO:0035994","0.17328282715969862","0"
"26","3","GO Biological Process","","Embryonic camera-type eye morphogenesis","0.0185","ZEB1|PROX1|TFAP2A","2013","2309|2129|2162","0.001","","GO:0048596","0.17328282715969862","0"
"1049","17","GO Biological Process","","Positive regulation of cellular component organization","0.0185","MAPK1|MAPK14|ATF1|PPARGC1A|SRF|TP53|PHIP|GSK3B|SMAD3|DNMT1|CUX1|PROX1|MAPK8|MECP2|HIF1A|CTNNB1|NR1H2","2013","2381|2396|2270|2312|2492|2456|2420|2459|2318|2228|2462|2129|2408|2171|2180|2351|2132","0.001","","GO:0051130","0.17328282715969862","0"
"106","5","GO Biological Process","","Cellular response to BMP stimulus","0.0185","ATF2|SMAD1|SMAD3|GATA3|DLX5","2013","2264|2441|2318|2222|2285","0.001","","GO:0071773","0.17328282715969862","0"
"26","3","GO Biological Process","","Regulation of miRNA maturation","0.0185","TP53|MYCN|HNF1A","2013","2456|2384|2189","0.001","","GO:1903798","0.17328282715969862","0"
"29","3","Reactome Pathways","","Activation of BH3-only proteins","0.0186","TP53|E2F1|MAPK8","2013","2456|2114|2408","0.0014","","HSA-114452","0.17304870557820837","0"
"61","4","GO Biological Process","","Regulation of vascular associated smooth muscle cell proliferation","0.0188","MEF2C|DNMT1|JUN|NR4A3","2013","2330|2228|2426|2498","0.001","","GO:1904705","0.17258421507363203","0"
"107","5","GO Biological Process","","Cardiac septum development","0.019","TP53|RBPJ|PROX1|PRDM1|GATA3","2013","2456|2120|2129|2474|2222","0.0011","","GO:0003279","0.1721246399047171","0"
"1763","24","GO Biological Process","","Regulation of transport","0.019","SIRT1|MAPK1|SPI1|MAPK14|NR0B2|CSNK2A2|CASP6|CEBPB|REST|GSK3B|SMAD3|ATF4|HUWE1|MEF2C|PIM3|CDK1|MAPK8|GLI3|HIF1A|HNF1A|NR1H3|NR4A3|CTNNB1|NR1H2","2013","2219|2381|2438|2396|2477|2186|2273|2159|2216|2459|2318|2297|2261|2330|2345|2402|2408|2258|2180|2189|2237|2498|2351|2132","0.001","","GO:0051049","0.1721246399047171","0"
"107","5","GO Biological Process","","Negative regulation of leukocyte differentiation","0.019","IRF1|RARA|GLI3|MYC|CTNNB1","2013","2453|2447|2258|2294|2351","0.0011","","GO:1902106","0.1721246399047171","0"
"519","11","GO Biological Process","","Negative regulation of intracellular signal transduction","0.0195","SNAI2|SIRT1|SPI1|MAPK14|GSK3B|ATF3|DUSP19|URI1|DUSP7|HIF1A|MYC","2013","2234|2219|2438|2396|2459|2174|2423|2195|2336|2180|2294","0.0011","","GO:1902532","0.1709965388637482","0"
"2","2","GO Cellular Component","","ATF1-ATF4 transcription factor complex","0.0196","ATF1|ATF4","2013","2270|2297","2.8E-4","","GO:1990590","0.1707743928643524","0"
"27","3","GO Biological Process","","Positive regulation of neuroblast proliferation","0.0201","GLI3|HIF1A|CTNNB1","2013","2258|2180|2351","0.0011","","GO:0002052","0.16968039425795112","0"
"27","3","GO Biological Process","","Positive regulation of interleukin-4 production","0.0201","RARA|CEBPB|GATA3","2013","2447|2159|2222","0.0011","","GO:0032753","0.16968039425795112","0"
"30","3","Reactome Pathways","","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","0.0202","PPARGC1A|SMAD3|FOXO3","2013","2312|2318|2327","0.0015","","HSA-9615017","0.16946486305533764","0"
"73","5","DISEASES","","Sarcoma","0.0203","ATF1|TP53|WT1|FLI1|MYC","2013","2270|2456|2354|2153|2294","2.0E-4","","DOID:1115","0.1692503962086787","0"
"226","7","GO Biological Process","","Gonad development","0.0205","SIRT1|RARA|CEBPB|FOXO3|NR5A1|WT1|GATA3","2013","2219|2447|2159|2327|2444|2354|2222","0.0011","","GO:0008406","0.16882461389442455","0"
"238","7","Reactome Pathways","","Chromatin modifying enzymes","0.0207","CDK4|CREBBP|ATF2|REST|NFKB2|EHMT2|NCOA1","2013","2321|2483|2264|2216|2201|2150|2168","0.0015","","HSA-3247509","0.16840296545430822","0"
"63","4","GO Biological Process","","Heart looping","0.0208","SRF|SMAD3|MEF2C|HIF1A","2013","2492|2318|2330|2180","0.0012","","GO:0001947","0.16819366650372386","0"
"227","7","GO Biological Process","","Positive regulation of neurogenesis","0.021","SRF|E2F1|CUX1|GLI3|MECP2|HIF1A|CTNNB1","2013","2492|2114|2462|2258|2171|2180|2351","0.0012","","GO:0050769","0.16777807052660806","0"
"83","5","GO Molecular Function","","N-acyltransferase activity","0.021","SIRT1|CREBBP|ATF2|NCOA3|NCOA1","2013","2219|2483|2264|2375|2168","3.5E-4","","GO:0016410","0.16777807052660806","0"
"166","6","GO Biological Process","","Cell maturation","0.0216","EPAS1|FOXO3|GATA3|MECP2|HIF1A|CTNNB1","2013","2504|2327|2222|2171|2180|2351","0.0012","","GO:0048469","0.1665546248849069","0"
"7","2","Reactome Pathways","","Activation of NIMA Kinases NEK9, NEK6, NEK7","0.0217","PLK1|CDK1","2013","2144|2402","0.0016","","HSA-2980767","0.16635402661514703","0"
"31","3","Reactome Pathways","","Disassembly of the destruction complex and recruitment of AXIN to the membrane","0.0217","GSK3B|AMER1|CTNNB1","2013","2459|2111|2351","0.0016","","HSA-4641262","0.16635402661514703","0"
"7","2","Reactome Pathways","","IkBA variant leads to EDA-ID","0.0217","NFKB2|CHUK","2013","2201|2357","0.0016","","HSA-5603029","0.16635402661514703","0"
"7","2","Reactome Pathways","","RUNX3 regulates CDKN1A transcription","0.0217","TP53|SMAD3","2013","2456|2318","0.0016","","HSA-8941855","0.16635402661514703","0"
"7","2","Reactome Pathways","","Signaling by MAPK mutants","0.0217","MAPK1|DUSP7","2013","2381|2336","0.0016","","HSA-9652817","0.16635402661514703","0"
"611","12","GO Biological Process","","mRNA metabolic process","0.0218","TBP|RARA|EPAS1|ATF2|PPARGC1A|TP53|ATF4|PRPF4B|YBX1|NCOA1|CEBPG|NR1H3","2013","2267|2447|2504|2264|2312|2456|2297|2348|2363|2168|2240|2237","0.0012","","GO:0016071","0.1661543506395395","0"
"64","4","GO Biological Process","","Telencephalon cell migration","0.0219","SRF|FBXO45|GLI3|CTNNB1","2013","2492|2246|2258|2351","0.0012","","GO:0022029","0.16595558851598818","0"
"28","3","GO Biological Process","","Thyroid gland development","0.0219","MAPK1|SRF|SMAD3","2013","2381|2492|2318","0.0012","","GO:0030878","0.16595558851598818","0"
"28","3","GO Biological Process","","Embryonic hindlimb morphogenesis","0.0219","RARB|RARG|CTNNB1","2013","2411|2210|2351","0.0012","","GO:0035116","0.16595558851598818","0"
"64","4","GO Biological Process","","Positive regulation of muscle cell differentiation","0.0219","SIRT1|MAPK14|MEF2C|PROX1","2013","2219|2396|2330|2129","0.0012","","GO:0051149","0.16595558851598818","0"
"64","4","GO Biological Process","","SMAD protein signal transduction","0.0219","SMAD1|SMAD3|JUN|HNF1A","2013","2441|2318|2426|2189","0.0012","","GO:0060395","0.16595558851598818","0"
"789","14","GO Biological Process","","Regulation of cellular catabolic process","0.0222","SIRT1|CSNK2A1|MAPK14|CSNK2A2|TP53|PLK1|GSK3B|FOXO3|E2F1|YBX1|PIM2|MAPK8|EHMT2|HIF1A","2013","2219|2471|2396|2186|2456|2144|2459|2327|2114|2363|2480|2408|2150|2180","0.0012","","GO:0031329","0.16536470255493613","0"
"6","2","GO Biological Process","","B cell lineage commitment","0.0225","TCF3|TP53","2013","2315|2456","0.0013","","GO:0002326","0.16478174818886376","0"
"6","2","GO Biological Process","","Endocardium morphogenesis","0.0225","RBPJ|PROX1","2013","2120|2129","0.0013","","GO:0003160","0.16478174818886376","0"
"6","2","GO Biological Process","","Positive regulation of alkaline phosphatase activity","0.0225","SMAD3|MEF2C","2013","2318|2330","0.0013","","GO:0010694","0.16478174818886376","0"
"883","15","GO Biological Process","","Multicellular organismal reproductive process","0.0225","SIRT1|CYP27B1|RARA|CSNK2A2|PLK1|JUNB|SMAD1|FOXO3|E2F1|PRDM1|NR5A1|WT1|EHMT2|WEE2|CTNNB1","2013","2219|2204|2447|2186|2144|2387|2441|2327|2114|2474|2444|2354|2150|2429|2351","0.0013","","GO:0048609","0.16478174818886376","0"
"6","2","GO Biological Process","","Lens fiber cell morphogenesis","0.0225","ATF4|PROX1","2013","2297|2129","0.0013","","GO:0070309","0.16478174818886376","0"
"6","2","GO Biological Process","","Negative regulation of fat cell proliferation","0.0225","E2F3|E2F1","2013","2183|2114","0.0013","","GO:0070345","0.16478174818886376","0"
"6","2","GO Biological Process","","Regulation of histone H3-K14 acetylation","0.0225","SIRT1|GATA3","2013","2219|2222","0.0013","","GO:0071440","0.16478174818886376","0"
"6","2","GO Biological Process","","Negative regulation of histone H4 acetylation","0.0225","SIRT1|SPI1","2013","2219|2438","0.0013","","GO:0090241","0.16478174818886376","0"
"6","2","GO Biological Process","","Regulation of histone H4-K16 acetylation","0.0225","SIRT1|BRCA1","2013","2219|2279","0.0013","","GO:2000618","0.16478174818886376","0"
"1386","22","DISEASES","","Autosomal dominant disease","0.023","SNAI2|TBP|DPF2|CREBBP|TP53|MYCN|SMAD3|CDK10|NR3C2|DNMT1|WT1|SRY|GLI3|HMX1|RARG|MITF|PBX1|BRCA1|HNF1A|SP7|DLX5|TFAP2A","2013","2234|2267|2156|2483|2456|2384|2318|2405|2432|2228|2354|2117|2258|2378|2210|2243|2300|2279|2189|2165|2285|2162","2.3E-4","","DOID:0050736","0.16382721639824072","0"
"113","5","GO Biological Process","","Negative regulation of protein serine/threonine kinase activity","0.0231","SIRT1|PLK1|DUSP19|WEE2|DUSP7","2013","2219|2144|2423|2429|2336","0.0013","","GO:0071901","0.16363880201078557","0"
"169","6","GO Biological Process","","Regulation of intrinsic apoptotic signaling pathway","0.0231","SNAI2|SIRT1|TP53|URI1|HIF1A|MYC","2013","2234|2219|2456|2195|2180|2294","0.0013","","GO:2001242","0.16363880201078557","0"
"29","3","GO Biological Process","","Branching involved in blood vessel morphogenesis","0.0236","SRF|NFATC4|CTNNB1","2013","2492|2213|2351","0.0014","","GO:0001569","0.16270879970298935","0"
"1079","17","GO Biological Process","","Cell-cell signaling","0.0236","MAPK1|CSNK2A1|CSNK2A2|GSK3B|ATF4|FOXO3|MEF2C|AMER1|KLF5|GATA3|RARG|MITF|MECP2|HMGA2|HIF1A|HNF1A|CTNNB1","2013","2381|2471|2186|2459|2297|2327|2330|2111|2369|2222|2210|2243|2171|2276|2180|2189|2351","0.0014","","GO:0007267","0.16270879970298935","0"
"29","3","GO Biological Process","","Positive regulation of vascular endothelial growth factor production","0.0236","ATF4|BRCA1|HIF1A","2013","2297|2279|2180","0.0014","","GO:0010575","0.16270879970298935","0"
"29","3","GO Biological Process","","Macrophage differentiation","0.0236","CEBPE|SIRT1|SPI1","2013","2501|2219|2438","0.0014","","GO:0030225","0.16270879970298935","0"
"66","4","GO Biological Process","","Artery morphogenesis","0.0236","SRF|RBPJ|PROX1|PRDM1","2013","2492|2120|2129|2474","0.0014","","GO:0048844","0.16270879970298935","0"
"29","3","GO Biological Process","","Cell fate commitment involved in formation of primary germ layer","0.0236","SMAD1|ETS2|CTNNB1","2013","2441|2138|2351","0.0014","","GO:0060795","0.16270879970298935","0"
"29","3","GO Biological Process","","Lens fiber cell differentiation","0.0236","SMAD3|ATF4|PROX1","2013","2318|2297|2129","0.0014","","GO:0070306","0.16270879970298935","0"
"29","3","GO Biological Process","","Regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","0.0236","CASP6|GSK3B|MAPK8","2013","2273|2459|2408","0.0014","","GO:1901028","0.16270879970298935","0"
"303","8","GO Biological Process","","Muscle organ development","0.024","SIRT1|MAPK14|MEF2C|ATF3|RBPJ|PROX1|KLF5|WT1","2013","2219|2396|2330|2174|2120|2129|2369|2354","0.0014","","GO:0007517","0.16197887582883938","0"
"72","4","Reactome Pathways","","Cellular response to hypoxia","0.0242","CREBBP|EPAS1|HIF1AN|HIF1A","2013","2483|2504|2393|2180","0.0019","","HSA-1234174","0.16161846340195687","0"
"116","5","GO Biological Process","","Glucose metabolic process","0.0255","MAPK14|PPARGC1A|TP53|ATF4|ATF3","2013","2396|2312|2456|2297|2174","0.0015","","GO:0006006","0.1593459819566045","0"
"30","3","GO Biological Process","","Regulation of mesenchymal cell proliferation","0.0255","ZEB1|MYC|CTNNB1","2013","2309|2294|2351","0.0015","","GO:0010464","0.1593459819566045","0"
"30","3","GO Biological Process","","Aorta morphogenesis","0.0255","SRF|RBPJ|PROX1","2013","2492|2120|2129","0.0015","","GO:0035909","0.1593459819566045","0"
"30","3","GO Biological Process","","Liver regeneration","0.0255","CSNK2A2|CEBPB|GLI3","2013","2186|2159|2258","0.0015","","GO:0097421","0.1593459819566045","0"
"68","4","GO Biological Process","","Response to activity","0.026","PPARGC1A|ZEB1|CDK1|HIF1A","2013","2312|2309|2402|2180","0.0015","","GO:0014823","0.1585026652029182","0"
"238","7","GO Biological Process","","Regulation of innate immune response","0.0261","SPI1|IRF1|CREBBP|CASP6|STAT2|NR1H3|NR1H2","2013","2438|2453|2483|2273|2147|2237|2132","0.0015","","GO:0045088","0.1583359492661719","0"
"8","2","Reactome Pathways","","Activation of PUMA and translocation to mitochondria","0.0263","TP53|E2F1","2013","2456|2114","0.002","","HSA-139915","0.15800442515102422","0"
